"","frequencies","words","collaborators"
"245",7,"two","memorialsloanketteringcancercenter"
"246",7,"used","memorialsloanketteringcancercenter"
"247",6,"are","memorialsloanketteringcancercenter"
"248",6,"background","memorialsloanketteringcancercenter"
"249",6,"both","memorialsloanketteringcancercenter"
"250",6,"but","memorialsloanketteringcancercenter"
"251",6,"data","memorialsloanketteringcancercenter"
"252",6,"higher","memorialsloanketteringcancercenter"
"253",6,"more","memorialsloanketteringcancercenter"
"254",6,"on","memorialsloanketteringcancercenter"
"255",6,"which","memorialsloanketteringcancercenter"
"256",6,"years","memorialsloanketteringcancercenter"
"257",5,"4","memorialsloanketteringcancercenter"
"258",5,"after","memorialsloanketteringcancercenter"
"259",5,"ci","memorialsloanketteringcancercenter"
"260",5,"classified","memorialsloanketteringcancercenter"
"261",5,"further","memorialsloanketteringcancercenter"
"262",5,"have","memorialsloanketteringcancercenter"
"263",5,"objective","memorialsloanketteringcancercenter"
"264",5,"should","memorialsloanketteringcancercenter"
"265",5,"showed","memorialsloanketteringcancercenter"
"266",5,"significantly","memorialsloanketteringcancercenter"
"267",5,"use","memorialsloanketteringcancercenter"
"268",5,"versus","memorialsloanketteringcancercenter"
"269",4,"95%","memorialsloanketteringcancercenter"
"270",4,"across","memorialsloanketteringcancercenter"
"271",4,"activity","memorialsloanketteringcancercenter"
"272",4,"age","memorialsloanketteringcancercenter"
"273",4,"all","memorialsloanketteringcancercenter"
"274",4,"also","memorialsloanketteringcancercenter"
"275",4,"among","memorialsloanketteringcancercenter"
"276",4,"analyses","memorialsloanketteringcancercenter"
"277",4,"been","memorialsloanketteringcancercenter"
"278",4,"breast","memorialsloanketteringcancercenter"
"279",4,"can","memorialsloanketteringcancercenter"
"280",4,"cancers","memorialsloanketteringcancercenter"
"281",4,"cell","memorialsloanketteringcancercenter"
"282",4,"considered","memorialsloanketteringcancercenter"
"283",4,"development","memorialsloanketteringcancercenter"
"284",4,"differences","memorialsloanketteringcancercenter"
"285",4,"findings","memorialsloanketteringcancercenter"
"286",4,"first","memorialsloanketteringcancercenter"
"287",4,"found","memorialsloanketteringcancercenter"
"288",4,"interpretation","memorialsloanketteringcancercenter"
"289",4,"models","memorialsloanketteringcancercenter"
"290",4,"months","memorialsloanketteringcancercenter"
"291",4,"new","memorialsloanketteringcancercenter"
"292",4,"other","memorialsloanketteringcancercenter"
"293",4,"outcomes","memorialsloanketteringcancercenter"
"294",4,"p","memorialsloanketteringcancercenter"
"295",4,"population","memorialsloanketteringcancercenter"
"296",4,"review","memorialsloanketteringcancercenter"
"297",4,"sample","memorialsloanketteringcancercenter"
"298",4,"significant","memorialsloanketteringcancercenter"
"299",4,"studies","memorialsloanketteringcancercenter"
"300",4,"survival","memorialsloanketteringcancercenter"
"301",41,"and","dukeuniversity"
"302",41,"of","dukeuniversity"
"303",41,"the","dukeuniversity"
"304",40,"a","dukeuniversity"
"305",39,"in","dukeuniversity"
"306",38,"to","dukeuniversity"
"307",37,"cancer","dukeuniversity"
"308",36,"with","dukeuniversity"
"309",33,"for","dukeuniversity"
"310",27,"we","dukeuniversity"
"311",26,"is","dukeuniversity"
"312",26,"results","dukeuniversity"
"313",25,"were","dukeuniversity"
"314",22,"as","dukeuniversity"
"315",22,"from","dukeuniversity"
"316",22,"methods","dukeuniversity"
"317",22,"this","dukeuniversity"
"318",21,"are","dukeuniversity"
"319",21,"patients","dukeuniversity"
"320",21,"that","dukeuniversity"
"321",21,"was","dukeuniversity"
"322",20,"by","dukeuniversity"
"323",19,"or","dukeuniversity"
"324",18,"an","dukeuniversity"
"325",18,"conclusions","dukeuniversity"
"326",18,"on","dukeuniversity"
"327",17,"clinical","dukeuniversity"
"328",16,"1","dukeuniversity"
"329",16,"not","dukeuniversity"
"330",15,"at","dukeuniversity"
"331",15,"be","dukeuniversity"
"332",14,"no","dukeuniversity"
"333",14,"purpose","dukeuniversity"
"334",14,"study","dukeuniversity"
"335",13,"0","dukeuniversity"
"336",13,"2","dukeuniversity"
"337",13,"associated","dukeuniversity"
"338",13,"data","dukeuniversity"
"339",13,"identify","dukeuniversity"
"340",13,"these","dukeuniversity"
"341",12,"analysis","dukeuniversity"
"342",12,"survival","dukeuniversity"
"343",12,"treatment","dukeuniversity"
"344",12,"using","dukeuniversity"
"345",11,"studies","dukeuniversity"
"346",10,"all","dukeuniversity"
"347",10,"between","dukeuniversity"
"348",10,"cell","dukeuniversity"
"349",10,"diagnosis","dukeuniversity"
"350",10,"disease","dukeuniversity"
"351",10,"evidence","dukeuniversity"
"352",10,"including","dukeuniversity"
"353",10,"who","dukeuniversity"
"354",10,"years","dukeuniversity"
"355",9,"=","dukeuniversity"
"356",9,"95%","dukeuniversity"
"357",9,"after","dukeuniversity"
"358",9,"background","dukeuniversity"
"359",9,"breast","dukeuniversity"
"360",9,"can","dukeuniversity"
"361",9,"care","dukeuniversity"
"362",9,"diagnosed","dukeuniversity"
"363",9,"had","dukeuniversity"
"364",9,"our","dukeuniversity"
"365",9,"review","dukeuniversity"
"366",9,"risk","dukeuniversity"
"367",9,"than","dukeuniversity"
"368",9,"there","dukeuniversity"
"369",9,"used","dukeuniversity"
"370",9,"which","dukeuniversity"
"371",8,"among","dukeuniversity"
"372",8,"factors","dukeuniversity"
"373",8,"higher","dukeuniversity"
"374",8,"most","dukeuniversity"
"375",8,"other","dukeuniversity"
"376",8,"primary","dukeuniversity"
"377",8,"response","dukeuniversity"
"378",8,"significant","dukeuniversity"
"379",8,"significantly","dukeuniversity"
"380",8,"therapy","dukeuniversity"
"381",8,"while","dukeuniversity"
"382",7,"5","dukeuniversity"
"383",7,"both","dukeuniversity"
"384",7,"but","dukeuniversity"
"385",7,"current","dukeuniversity"
"386",7,"health","dukeuniversity"
"387",7,"however","dukeuniversity"
"388",7,"included","dukeuniversity"
"389",7,"may","dukeuniversity"
"390",7,"models","dukeuniversity"
"391",7,"needed","dukeuniversity"
"392",7,"objective","dukeuniversity"
"393",7,"overall","dukeuniversity"
"394",7,"patient","dukeuniversity"
"395",7,"should","dukeuniversity"
"396",7,"stage","dukeuniversity"
"397",7,"such","dukeuniversity"
"398",7,"time","dukeuniversity"
"399",7,"tumor","dukeuniversity"
"400",7,"women","dukeuniversity"
"401",38,"and","universityofcalifornia"
"402",38,"of","universityofcalifornia"
"403",38,"the","universityofcalifornia"
"404",37,"to","universityofcalifornia"
"405",36,"in","universityofcalifornia"
"406",36,"with","universityofcalifornia"
"407",35,"a","universityofcalifornia"
"408",35,"for","universityofcalifornia"
"409",31,"cancer","universityofcalifornia"
"410",23,"is","universityofcalifornia"
"411",23,"we","universityofcalifornia"
"412",22,"results","universityofcalifornia"
"413",22,"that","universityofcalifornia"
"414",21,"were","universityofcalifornia"
"415",20,"was","universityofcalifornia"
"416",19,"from","universityofcalifornia"
"417",18,"are","universityofcalifornia"
"418",18,"methods","universityofcalifornia"
"419",18,"not","universityofcalifornia"
"420",17,"as","universityofcalifornia"
"421",17,"by","universityofcalifornia"
"422",16,"be","universityofcalifornia"
"423",16,"patients","universityofcalifornia"
"424",16,"these","universityofcalifornia"
"425",15,"1","universityofcalifornia"
"426",15,"have","universityofcalifornia"
"427",14,"0","universityofcalifornia"
"428",14,"or","universityofcalifornia"
"429",14,"than","universityofcalifornia"
"430",14,"this","universityofcalifornia"
"431",13,"an","universityofcalifornia"
"432",13,"but","universityofcalifornia"
"433",13,"compared","universityofcalifornia"
"434",13,"risk","universityofcalifornia"
"435",12,"3","universityofcalifornia"
"436",12,"associated","universityofcalifornia"
"437",12,"at","universityofcalifornia"
"438",12,"cell","universityofcalifornia"
"439",12,"higher","universityofcalifornia"
"440",12,"on","universityofcalifornia"
"441",11,"=","universityofcalifornia"
"442",11,"conclusions","universityofcalifornia"
"443",11,"had","universityofcalifornia"
"444",11,"study","universityofcalifornia"
"445",10,"all","universityofcalifornia"
"446",10,"background","universityofcalifornia"
"447",10,"may","universityofcalifornia"
"448",10,"more","universityofcalifornia"
"449",10,"use","universityofcalifornia"
"450",9,"<","universityofcalifornia"
"451",9,"95%","universityofcalifornia"
"452",9,"cancers","universityofcalifornia"
"453",9,"clinical","universityofcalifornia"
"454",9,"did","universityofcalifornia"
"455",9,"high","universityofcalifornia"
"456",9,"identified","universityofcalifornia"
"457",9,"treatment","universityofcalifornia"
"458",9,"which","universityofcalifornia"
"459",8,"after","universityofcalifornia"
"460",8,"among","universityofcalifornia"
"461",8,"analysis","universityofcalifornia"
"462",8,"ci","universityofcalifornia"
"463",8,"data","universityofcalifornia"
"464",8,"health","universityofcalifornia"
"465",8,"most","universityofcalifornia"
"466",8,"our","universityofcalifornia"
"467",8,"outcomes","universityofcalifornia"
"468",8,"purpose","universityofcalifornia"
"469",8,"response","universityofcalifornia"
"470",8,"significantly","universityofcalifornia"
"471",8,"survival","universityofcalifornia"
"472",8,"their","universityofcalifornia"
"473",8,"using","universityofcalifornia"
"474",7,"cells","universityofcalifornia"
"475",7,"conclusion","universityofcalifornia"
"476",7,"life","universityofcalifornia"
"477",7,"no","universityofcalifornia"
"478",7,"overall","universityofcalifornia"
"479",7,"p","universityofcalifornia"
"480",7,"rate","universityofcalifornia"
"481",7,"ratio","universityofcalifornia"
"482",7,"reported","universityofcalifornia"
"483",7,"they","universityofcalifornia"
"484",7,"tumor","universityofcalifornia"
"485",7,"two","universityofcalifornia"
"486",7,"used","universityofcalifornia"
"487",7,"without","universityofcalifornia"
"488",7,"years","universityofcalifornia"
"489",6,"2","universityofcalifornia"
"490",6,"4","universityofcalifornia"
"491",6,"7","universityofcalifornia"
"492",6,"also","universityofcalifornia"
"493",6,"both","universityofcalifornia"
"494",6,"can","universityofcalifornia"
"495",6,"common","universityofcalifornia"
"496",6,"control","universityofcalifornia"
"497",6,"developed","universityofcalifornia"
"498",6,"however","universityofcalifornia"
"499",6,"interval","universityofcalifornia"
"500",6,"known","universityofcalifornia"
"501",22,"and","universityofwashington"
"502",22,"in","universityofwashington"
"503",22,"of","universityofwashington"
"504",22,"to","universityofwashington"
"505",21,"the","universityofwashington"
"506",20,"for","universityofwashington"
"507",19,"with","universityofwashington"
"508",18,"a","universityofwashington"
"509",18,"cancer","universityofwashington"
"510",16,"were","universityofwashington"
"511",15,"results","universityofwashington"
"512",15,"was","universityofwashington"
"513",15,"we","universityofwashington"
"514",14,"as","universityofwashington"
"515",14,"by","universityofwashington"
"516",14,"is","universityofwashington"
"517",13,"or","universityofwashington"
"518",13,"that","universityofwashington"
"519",11,"1","universityofwashington"
"520",11,"study","universityofwashington"
"521",11,"this","universityofwashington"
"522",10,"=","universityofwashington"
"523",10,"0","universityofwashington"
"524",10,"at","universityofwashington"
"525",9,"after","universityofwashington"
"526",9,"an","universityofwashington"
"527",9,"are","universityofwashington"
"528",9,"higher","universityofwashington"
"529",9,"methods","universityofwashington"
"530",9,"not","universityofwashington"
"531",9,"on","universityofwashington"
"532",9,"risk","universityofwashington"
"533",9,"using","universityofwashington"
"534",8,"be","universityofwashington"
"535",8,"conclusions","universityofwashington"
"536",8,"from","universityofwashington"
"537",8,"health","universityofwashington"
"538",8,"these","universityofwashington"
"539",7,"increased","universityofwashington"
"540",7,"patients","universityofwashington"
"541",7,"purpose","universityofwashington"
"542",6,"among","universityofwashington"
"543",6,"associated","universityofwashington"
"544",6,"background","universityofwashington"
"545",6,"ci","universityofwashington"
"546",6,"conclusion","universityofwashington"
"547",6,"data","universityofwashington"
"548",6,"had","universityofwashington"
"549",6,"high","universityofwashington"
"550",6,"human","universityofwashington"
"551",6,"it","universityofwashington"
"552",6,"overall","universityofwashington"
"553",6,"p","universityofwashington"
"554",6,"ratios","universityofwashington"
"555",6,"respectively","universityofwashington"
"556",6,"than","universityofwashington"
"557",6,"use","universityofwashington"
"558",6,"who","universityofwashington"
"559",6,"years","universityofwashington"
"560",5,"(n","universityofwashington"
"561",5,"001)","universityofwashington"
"562",5,"95%","universityofwashington"
"563",5,"between","universityofwashington"
"564",5,"breast","universityofwashington"
"565",5,"cancers","universityofwashington"
"566",5,"care","universityofwashington"
"567",5,"compared","universityofwashington"
"568",5,"has","universityofwashington"
"569",5,"have","universityofwashington"
"570",5,"into","universityofwashington"
"571",5,"least","universityofwashington"
"572",5,"low","universityofwashington"
"573",5,"may","universityofwashington"
"574",5,"more","universityofwashington"
"575",5,"most","universityofwashington"
"576",5,"no","universityofwashington"
"577",5,"over","universityofwashington"
"578",5,"participants","universityofwashington"
"579",5,"sought","universityofwashington"
"580",5,"survey","universityofwashington"
"581",5,"time","universityofwashington"
"582",5,"tumor","universityofwashington"
"583",5,"two","universityofwashington"
"584",5,"when","universityofwashington"
"585",5,"within","universityofwashington"
"586",5,"women","universityofwashington"
"587",4,"(p","universityofwashington"
"588",4,"<","universityofwashington"
"589",4,"2","universityofwashington"
"590",4,"4","universityofwashington"
"591",4,"about","universityofwashington"
"592",4,"age","universityofwashington"
"593",4,"been","universityofwashington"
"594",4,"benefits","universityofwashington"
"595",4,"but","universityofwashington"
"596",4,"cell","universityofwashington"
"597",4,"cells","universityofwashington"
"598",4,"clinical","universityofwashington"
"599",4,"cohort","universityofwashington"
"600",4,"common","universityofwashington"
"601",15,"a","dukeuniversitymedicalcenter"
"602",15,"and","dukeuniversitymedicalcenter"
"603",15,"of","dukeuniversitymedicalcenter"
"604",15,"the","dukeuniversitymedicalcenter"
"605",14,"cancer","dukeuniversitymedicalcenter"
"606",14,"in","dukeuniversitymedicalcenter"
"607",14,"to","dukeuniversitymedicalcenter"
"608",13,"with","dukeuniversitymedicalcenter"
"609",11,"for","dukeuniversitymedicalcenter"
"610",10,"an","dukeuniversitymedicalcenter"
"611",10,"was","dukeuniversitymedicalcenter"
"612",10,"were","dukeuniversitymedicalcenter"
"613",9,"as","dukeuniversitymedicalcenter"
"614",9,"methods","dukeuniversitymedicalcenter"
"615",9,"results","dukeuniversitymedicalcenter"
"616",8,"by","dukeuniversitymedicalcenter"
"617",8,"that","dukeuniversitymedicalcenter"
"618",8,"we","dukeuniversitymedicalcenter"
"619",7,"data","dukeuniversitymedicalcenter"
"620",7,"from","dukeuniversitymedicalcenter"
"621",7,"is","dukeuniversitymedicalcenter"
"622",7,"not","dukeuniversitymedicalcenter"
"623",7,"on","dukeuniversitymedicalcenter"
"624",7,"or","dukeuniversitymedicalcenter"
"625",7,"patients","dukeuniversitymedicalcenter"
"626",7,"this","dukeuniversitymedicalcenter"
"627",6,"1","dukeuniversitymedicalcenter"
"628",6,"at","dukeuniversitymedicalcenter"
"629",6,"clinical","dukeuniversitymedicalcenter"
"630",6,"conclusions","dukeuniversitymedicalcenter"
"631",6,"diagnosis","dukeuniversitymedicalcenter"
"632",6,"health","dukeuniversitymedicalcenter"
"633",6,"no","dukeuniversitymedicalcenter"
"634",6,"our","dukeuniversitymedicalcenter"
"635",6,"study","dukeuniversitymedicalcenter"
"636",6,"these","dukeuniversitymedicalcenter"
"637",5,"after","dukeuniversitymedicalcenter"
"638",5,"all","dukeuniversitymedicalcenter"
"639",5,"are","dukeuniversitymedicalcenter"
"640",5,"disease","dukeuniversitymedicalcenter"
"641",5,"including","dukeuniversitymedicalcenter"
"642",5,"objective","dukeuniversitymedicalcenter"
"643",5,"purpose","dukeuniversitymedicalcenter"
"644",5,"treatment","dukeuniversitymedicalcenter"
"645",5,"using","dukeuniversitymedicalcenter"
"646",4,"0","dukeuniversitymedicalcenter"
"647",4,"2","dukeuniversitymedicalcenter"
"648",4,"analysis","dukeuniversitymedicalcenter"
"649",4,"associated","dukeuniversitymedicalcenter"
"650",4,"background","dukeuniversitymedicalcenter"
"651",4,"be","dukeuniversitymedicalcenter"
"652",4,"between","dukeuniversitymedicalcenter"
"653",4,"breast","dukeuniversitymedicalcenter"
"654",4,"but","dukeuniversitymedicalcenter"
"655",4,"care","dukeuniversitymedicalcenter"
"656",4,"conclusion","dukeuniversitymedicalcenter"
"657",4,"diagnosed","dukeuniversitymedicalcenter"
"658",4,"had","dukeuniversitymedicalcenter"
"659",4,"higher","dukeuniversitymedicalcenter"
"660",4,"however","dukeuniversitymedicalcenter"
"661",4,"identify","dukeuniversitymedicalcenter"
"662",4,"most","dukeuniversitymedicalcenter"
"663",4,"other","dukeuniversitymedicalcenter"
"664",4,"outcomes","dukeuniversitymedicalcenter"
"665",4,"patient","dukeuniversitymedicalcenter"
"666",4,"primary","dukeuniversitymedicalcenter"
"667",4,"research","dukeuniversitymedicalcenter"
"668",4,"significant","dukeuniversitymedicalcenter"
"669",4,"significantly","dukeuniversitymedicalcenter"
"670",4,"than","dukeuniversitymedicalcenter"
"671",4,"there","dukeuniversitymedicalcenter"
"672",4,"tumors","dukeuniversitymedicalcenter"
"673",4,"two","dukeuniversitymedicalcenter"
"674",3,"=","dukeuniversitymedicalcenter"
"675",3,">","dukeuniversitymedicalcenter"
"676",3,"05)","dukeuniversitymedicalcenter"
"677",3,"10","dukeuniversitymedicalcenter"
"678",3,"2018","dukeuniversitymedicalcenter"
"679",3,"agents","dukeuniversitymedicalcenter"
"680",3,"also","dukeuniversitymedicalcenter"
"681",3,"based","dukeuniversitymedicalcenter"
"682",3,"both","dukeuniversitymedicalcenter"
"683",3,"can","dukeuniversitymedicalcenter"
"684",3,"cell","dukeuniversitymedicalcenter"
"685",3,"compared","dukeuniversitymedicalcenter"
"686",3,"design","dukeuniversitymedicalcenter"
"687",3,"determine","dukeuniversitymedicalcenter"
"688",3,"did","dukeuniversitymedicalcenter"
"689",3,"difference","dukeuniversitymedicalcenter"
"690",3,"findings","dukeuniversitymedicalcenter"
"691",3,"g","dukeuniversitymedicalcenter"
"692",3,"groups","dukeuniversitymedicalcenter"
"693",3,"has","dukeuniversitymedicalcenter"
"694",3,"have","dukeuniversitymedicalcenter"
"695",3,"imaging","dukeuniversitymedicalcenter"
"696",3,"included","dukeuniversitymedicalcenter"
"697",3,"key","dukeuniversitymedicalcenter"
"698",3,"level","dukeuniversitymedicalcenter"
"699",3,"mean","dukeuniversitymedicalcenter"
"700",3,"measure","dukeuniversitymedicalcenter"
"701",16,"a","theuniversityoftexasmdandersoncancercenter"
"702",16,"and","theuniversityoftexasmdandersoncancercenter"
"703",16,"in","theuniversityoftexasmdandersoncancercenter"
"704",16,"of","theuniversityoftexasmdandersoncancercenter"
"705",16,"the","theuniversityoftexasmdandersoncancercenter"
