"","frequencies","words","collaborators"
"84",5,"any","mayoclinic"
"85",5,"did","mayoclinic"
"86",5,"due","mayoclinic"
"87",5,"health","mayoclinic"
"88",5,"higher","mayoclinic"
"89",5,"its","mayoclinic"
"90",5,"outcomes","mayoclinic"
"91",5,"p","mayoclinic"
"92",5,"patient","mayoclinic"
"93",5,"potential","mayoclinic"
"94",5,"ratio","mayoclinic"
"95",5,"regression","mayoclinic"
"96",5,"risk","mayoclinic"
"97",5,"showed","mayoclinic"
"98",5,"status","mayoclinic"
"99",5,"they","mayoclinic"
"100",5,"while","mayoclinic"
"101",5,"without","mayoclinic"
"102",4,"12","mayoclinic"
"103",4,"against","mayoclinic"
"104",4,"approach","mayoclinic"
"105",4,"assays","mayoclinic"
"106",18,"cancer","memorialsloanketteringcancercenter"
"107",13,"results","memorialsloanketteringcancercenter"
"108",10,"patients","memorialsloanketteringcancercenter"
"109",9,"methods","memorialsloanketteringcancercenter"
"110",8,"associated","memorialsloanketteringcancercenter"
"111",8,"conclusions","memorialsloanketteringcancercenter"
"112",8,"other","memorialsloanketteringcancercenter"
"113",7,"clinical","memorialsloanketteringcancercenter"
"114",7,"including","memorialsloanketteringcancercenter"
"115",7,"study","memorialsloanketteringcancercenter"
"116",7,"there","memorialsloanketteringcancercenter"
"117",6,"background","memorialsloanketteringcancercenter"
"118",6,"breast","memorialsloanketteringcancercenter"
"119",6,"evidence","memorialsloanketteringcancercenter"
"120",6,"within","memorialsloanketteringcancercenter"
"121",5,"association","memorialsloanketteringcancercenter"
"122",5,"both","memorialsloanketteringcancercenter"
"123",5,"cancers","memorialsloanketteringcancercenter"
"124",5,"care","memorialsloanketteringcancercenter"
"125",5,"cases","memorialsloanketteringcancercenter"
"126",5,"data","memorialsloanketteringcancercenter"
"127",5,"design","memorialsloanketteringcancercenter"
"128",5,"disease","memorialsloanketteringcancercenter"
"129",5,"findings","memorialsloanketteringcancercenter"
"130",5,"identified","memorialsloanketteringcancercenter"
"131",5,"it","memorialsloanketteringcancercenter"
"132",5,"large","memorialsloanketteringcancercenter"
"133",5,"most","memorialsloanketteringcancercenter"
"134",5,"objective","memorialsloanketteringcancercenter"
"135",5,"outcomes","memorialsloanketteringcancercenter"
"136",5,"performed","memorialsloanketteringcancercenter"
"137",5,"quality","memorialsloanketteringcancercenter"
"138",5,"review","memorialsloanketteringcancercenter"
"139",5,"showed","memorialsloanketteringcancercenter"
"140",5,"studies","memorialsloanketteringcancercenter"
"141",5,"therapy","memorialsloanketteringcancercenter"
"142",5,"they","memorialsloanketteringcancercenter"
"143",5,"total","memorialsloanketteringcancercenter"
"144",4,"12","memorialsloanketteringcancercenter"
"145",4,"4","memorialsloanketteringcancercenter"
"146",4,"analysis","memorialsloanketteringcancercenter"
"147",4,"based","memorialsloanketteringcancercenter"
"148",4,"been","memorialsloanketteringcancercenter"
"149",4,"can","memorialsloanketteringcancercenter"
"150",4,"common","memorialsloanketteringcancercenter"
"151",4,"conclusion","memorialsloanketteringcancercenter"
"152",4,"controls","memorialsloanketteringcancercenter"
"153",4,"criteria","memorialsloanketteringcancercenter"
"154",4,"health","memorialsloanketteringcancercenter"
"155",4,"highest","memorialsloanketteringcancercenter"
"156",4,"invasive","memorialsloanketteringcancercenter"
"157",31,"cancer","dukeuniversity"
"158",23,"methods","dukeuniversity"
"159",23,"results","dukeuniversity"
"160",22,"patients","dukeuniversity"
"161",19,"associated","dukeuniversity"
"162",19,"study","dukeuniversity"
"163",15,"conclusions","dukeuniversity"
"164",14,"background","dukeuniversity"
"165",12,"4","dukeuniversity"
"166",12,"higher","dukeuniversity"
"167",12,"risk","dukeuniversity"
"168",11,"95%","dukeuniversity"
"169",11,"studies","dukeuniversity"
"170",11,"two","dukeuniversity"
"171",10,"analysis","dukeuniversity"
"172",10,"cell","dukeuniversity"
"173",10,"response","dukeuniversity"
"174",10,"treatment","dukeuniversity"
"175",9,"both","dukeuniversity"
"176",9,"can","dukeuniversity"
"177",9,"ci","dukeuniversity"
"178",9,"identified","dukeuniversity"
"179",9,"other","dukeuniversity"
"180",9,"p","dukeuniversity"
"181",9,"they","dukeuniversity"
"182",8,"10","dukeuniversity"
"183",8,"clinical","dukeuniversity"
"184",8,"conducted","dukeuniversity"
"185",8,"design","dukeuniversity"
"186",8,"differences","dukeuniversity"
"187",8,"identify","dukeuniversity"
"188",8,"one","dukeuniversity"
"189",8,"should","dukeuniversity"
"190",8,"when","dukeuniversity"
"191",7,"6","dukeuniversity"
"192",7,"8","dukeuniversity"
"193",7,"9","dukeuniversity"
"194",7,"additional","dukeuniversity"
"195",7,"analyses","dukeuniversity"
"196",7,"based","dukeuniversity"
"197",7,"been","dukeuniversity"
"198",7,"cohort","dukeuniversity"
"199",7,"common","dukeuniversity"
"200",7,"compared","dukeuniversity"
"201",7,"conclusion","dukeuniversity"
"202",7,"confidence","dukeuniversity"
"203",7,"data","dukeuniversity"
"204",7,"disease","dukeuniversity"
"205",7,"effects","dukeuniversity"
"206",7,"found","dukeuniversity"
"207",7,"models","dukeuniversity"
"208",7,"most","dukeuniversity"
"209",7,"objective","dukeuniversity"
"210",34,"cancer","universityofcalifornia"
"211",16,"results","universityofcalifornia"
"212",16,"study","universityofcalifornia"
"213",14,"use","universityofcalifornia"
"214",13,"methods","universityofcalifornia"
"215",13,"patients","universityofcalifornia"
"216",13,"treatment","universityofcalifornia"
"217",12,"associated","universityofcalifornia"
"218",11,"including","universityofcalifornia"
"219",11,"increased","universityofcalifornia"
"220",11,"patient","universityofcalifornia"
"221",10,"clinical","universityofcalifornia"
"222",10,"risk","universityofcalifornia"
"223",10,"studies","universityofcalifornia"
"224",9,"analysis","universityofcalifornia"
"225",9,"cancers","universityofcalifornia"
"226",9,"factors","universityofcalifornia"
"227",9,"health","universityofcalifornia"
"228",9,"many","universityofcalifornia"
"229",8,"background","universityofcalifornia"
"230",8,"cell","universityofcalifornia"
"231",8,"current","universityofcalifornia"
"232",8,"evidence","universityofcalifornia"
"233",8,"found","universityofcalifornia"
"234",8,"lower","universityofcalifornia"
"235",8,"objective","universityofcalifornia"
"236",8,"other","universityofcalifornia"
"237",8,"screening","universityofcalifornia"
"238",8,"well","universityofcalifornia"
"239",7,"14","universityofcalifornia"
"240",7,"5","universityofcalifornia"
"241",7,"8","universityofcalifornia"
"242",7,"about","universityofcalifornia"
"243",7,"association","universityofcalifornia"
"244",7,"been","universityofcalifornia"
"245",7,"compared","universityofcalifornia"
"246",7,"data","universityofcalifornia"
"247",7,"examined","universityofcalifornia"
"248",7,"identify","universityofcalifornia"
"249",7,"its","universityofcalifornia"
"250",7,"low","universityofcalifornia"
"251",7,"primary","universityofcalifornia"
"252",7,"prospective","universityofcalifornia"
"253",7,"ratio","universityofcalifornia"
"254",7,"reported","universityofcalifornia"
"255",7,"several","universityofcalifornia"
"256",7,"they","universityofcalifornia"
"257",6,"across","universityofcalifornia"
"258",6,"age","universityofcalifornia"
"259",6,"both","universityofcalifornia"
"260",6,"can","universityofcalifornia"
"261",6,"cases","universityofcalifornia"
"262",6,"ci","universityofcalifornia"
"263",6,"cohort","universityofcalifornia"
"264",6,"conclusion","universityofcalifornia"
"265",20,"cancer","universityofwashington"
"266",15,"results","universityofwashington"
"267",12,"methods","universityofwashington"
"268",11,"patients","universityofwashington"
"269",10,"analysis","universityofwashington"
"270",10,"risk","universityofwashington"
"271",9,"treatment","universityofwashington"
"272",8,"background","universityofwashington"
"273",8,"ci","universityofwashington"
"274",8,"conclusions","universityofwashington"
"275",7,"95%","universityofwashington"
"276",7,"compared","universityofwashington"
"277",7,"objective","universityofwashington"
"278",7,"received","universityofwashington"
"279",7,"study","universityofwashington"
"280",7,"therapy","universityofwashington"
"281",6,"10","universityofwashington"
"282",6,"4","universityofwashington"
"283",6,"5","universityofwashington"
"284",6,"6","universityofwashington"
"285",6,"associated","universityofwashington"
"286",6,"breast","universityofwashington"
"287",6,"can","universityofwashington"
"288",6,"data","universityofwashington"
"289",6,"including","universityofwashington"
"290",6,"lower","universityofwashington"
"291",6,"other","universityofwashington"
"292",6,"outcomes","universityofwashington"
"293",6,"p","universityofwashington"
"294",6,"reported","universityofwashington"
"295",5,"age","universityofwashington"
"296",5,"antigen","universityofwashington"
"297",5,"cells","universityofwashington"
"298",5,"clinical","universityofwashington"
"299",5,"conclusion","universityofwashington"
"300",5,"evidence","universityofwashington"
"301",5,"group","universityofwashington"
"302",5,"higher","universityofwashington"
"303",5,"improve","universityofwashington"
"304",5,"increased","universityofwashington"
"305",5,"(or","universityofwashington"
"306",5,"significantly","universityofwashington"
"307",5,"suggest","universityofwashington"
"308",5,"survival","universityofwashington"
"309",5,"there","universityofwashington"
"310",5,"use","universityofwashington"
"311",5,"vs","universityofwashington"
"312",4,"<","universityofwashington"
"313",4,"14","universityofwashington"
"314",4,"18","universityofwashington"
"315",4,"©2018","universityofwashington"
"316",4,"9","universityofwashington"
"317",4,"aacr","universityofwashington"
"318",4,"additionally","universityofwashington"
"319",4,"aimed","universityofwashington"
"320",4,"and/or","universityofwashington"
"321",12,"methods","dukeuniversitymedicalcenter"
"322",10,"conclusions","dukeuniversitymedicalcenter"
"323",10,"patients","dukeuniversitymedicalcenter"
"324",10,"results","dukeuniversitymedicalcenter"
"325",8,"cancer","dukeuniversitymedicalcenter"
"326",7,"associated","dukeuniversitymedicalcenter"
"327",7,"study","dukeuniversitymedicalcenter"
"328",6,"4","dukeuniversitymedicalcenter"
"329",6,"analyses","dukeuniversitymedicalcenter"
"330",6,"higher","dukeuniversitymedicalcenter"
"331",6,"other","dukeuniversitymedicalcenter"
"332",5,"10","dukeuniversitymedicalcenter"
"333",5,"95%","dukeuniversitymedicalcenter"
"334",5,"background","dukeuniversitymedicalcenter"
"335",5,"can","dukeuniversitymedicalcenter"
"336",5,"ci","dukeuniversitymedicalcenter"
"337",5,"standard","dukeuniversitymedicalcenter"
"338",5,"they","dukeuniversitymedicalcenter"
"339",4,"8","dukeuniversitymedicalcenter"
"340",4,"additional","dukeuniversitymedicalcenter"
"341",4,"assessed","dukeuniversitymedicalcenter"
"342",4,"cohort","dukeuniversitymedicalcenter"
"343",4,"common","dukeuniversitymedicalcenter"
"344",4,"conducted","dukeuniversitymedicalcenter"
"345",4,"due","dukeuniversitymedicalcenter"
"346",4,"examine","dukeuniversitymedicalcenter"
"347",4,"known","dukeuniversitymedicalcenter"
"348",4,"likely","dukeuniversitymedicalcenter"
"349",4,"lung","dukeuniversitymedicalcenter"
"350",4,"one","dukeuniversitymedicalcenter"
"351",4,"(or","dukeuniversitymedicalcenter"
"352",4,"primary","dukeuniversitymedicalcenter"
"353",4,"ratio","dukeuniversitymedicalcenter"
"354",4,"reported","dukeuniversitymedicalcenter"
"355",4,"risk","dukeuniversitymedicalcenter"
"356",4,"sample","dukeuniversitymedicalcenter"
"357",4,"secondary","dukeuniversitymedicalcenter"
"358",4,"squamous","dukeuniversitymedicalcenter"
"359",4,"studies","dukeuniversitymedicalcenter"
"360",4,"treatment","dukeuniversitymedicalcenter"
"361",3,"12","dukeuniversitymedicalcenter"
"362",3,"62","dukeuniversitymedicalcenter"
"363",3,"ability","dukeuniversitymedicalcenter"
"364",3,"addition","dukeuniversitymedicalcenter"
"365",3,"aged","dukeuniversitymedicalcenter"
"366",3,"aimed","dukeuniversitymedicalcenter"
"367",3,"alone","dukeuniversitymedicalcenter"
"368",3,"analysis","dukeuniversitymedicalcenter"
"369",3,"association","dukeuniversitymedicalcenter"
"370",3,"carcinoma","dukeuniversitymedicalcenter"
"371",3,"cell","dukeuniversitymedicalcenter"
"372",3,"certain","dukeuniversitymedicalcenter"
"373",3,"current","dukeuniversitymedicalcenter"
"374",3,"design","dukeuniversitymedicalcenter"
"375",3,"detection","dukeuniversitymedicalcenter"
"376",3,"events","dukeuniversitymedicalcenter"
"377",3,"exposure","dukeuniversitymedicalcenter"
"378",3,"function","dukeuniversitymedicalcenter"
"379",3,"grade","dukeuniversitymedicalcenter"
"380",10,"cancer","theuniversityoftexasmdandersoncancercenter"
"381",10,"results","theuniversityoftexasmdandersoncancercenter"
"382",7,"most","theuniversityoftexasmdandersoncancercenter"
"383",6,"analysis","theuniversityoftexasmdandersoncancercenter"
"384",6,"associated","theuniversityoftexasmdandersoncancercenter"
"385",6,"data","theuniversityoftexasmdandersoncancercenter"
"386",6,"methods","theuniversityoftexasmdandersoncancercenter"
"387",6,"treatment","theuniversityoftexasmdandersoncancercenter"
"388",5,"age","theuniversityoftexasmdandersoncancercenter"
"389",5,"cell","theuniversityoftexasmdandersoncancercenter"
"390",5,"conclusions","theuniversityoftexasmdandersoncancercenter"
"391",5,"diagnosed","theuniversityoftexasmdandersoncancercenter"
"392",5,"identified","theuniversityoftexasmdandersoncancercenter"
"393",4,"about","theuniversityoftexasmdandersoncancercenter"
"394",4,"cancers","theuniversityoftexasmdandersoncancercenter"
"395",4,"common","theuniversityoftexasmdandersoncancercenter"
"396",4,"compared","theuniversityoftexasmdandersoncancercenter"
"397",4,"diagnosis","theuniversityoftexasmdandersoncancercenter"
"398",4,"disease","theuniversityoftexasmdandersoncancercenter"
"399",4,"health","theuniversityoftexasmdandersoncancercenter"
"400",4,"identify","theuniversityoftexasmdandersoncancercenter"
"401",4,"life","theuniversityoftexasmdandersoncancercenter"
"402",4,"needed","theuniversityoftexasmdandersoncancercenter"
"403",4,"other","theuniversityoftexasmdandersoncancercenter"
"404",4,"patients","theuniversityoftexasmdandersoncancercenter"
"405",4,"population","theuniversityoftexasmdandersoncancercenter"
"406",4,"primary","theuniversityoftexasmdandersoncancercenter"
"407",4,"significantly","theuniversityoftexasmdandersoncancercenter"
"408",4,"states","theuniversityoftexasmdandersoncancercenter"
"409",4,"studies","theuniversityoftexasmdandersoncancercenter"
"410",4,"united","theuniversityoftexasmdandersoncancercenter"
"411",4,"years","theuniversityoftexasmdandersoncancercenter"
"412",3,"10","theuniversityoftexasmdandersoncancercenter"
"413",3,"5","theuniversityoftexasmdandersoncancercenter"
"414",3,"9","theuniversityoftexasmdandersoncancercenter"
"415",3,"95%","theuniversityoftexasmdandersoncancercenter"
"416",3,"additional","theuniversityoftexasmdandersoncancercenter"
"417",3,"background","theuniversityoftexasmdandersoncancercenter"
"418",3,"based","theuniversityoftexasmdandersoncancercenter"
"419",3,"both","theuniversityoftexasmdandersoncancercenter"
"420",3,"can","theuniversityoftexasmdandersoncancercenter"
"421",3,"care","theuniversityoftexasmdandersoncancercenter"
"422",3,"cells","theuniversityoftexasmdandersoncancercenter"
"423",3,"characteristics","theuniversityoftexasmdandersoncancercenter"
"424",3,"chemotherapy","theuniversityoftexasmdandersoncancercenter"
"425",3,"ci","theuniversityoftexasmdandersoncancercenter"
"426",3,"clinical","theuniversityoftexasmdandersoncancercenter"
"427",3,"critical","theuniversityoftexasmdandersoncancercenter"
"428",3,"currently","theuniversityoftexasmdandersoncancercenter"
"429",3,"each","theuniversityoftexasmdandersoncancercenter"
"430",3,"end","theuniversityoftexasmdandersoncancercenter"
"431",3,"expression","theuniversityoftexasmdandersoncancercenter"
"432",3,"factors","theuniversityoftexasmdandersoncancercenter"
"433",3,"found","theuniversityoftexasmdandersoncancercenter"
"434",3,"function","theuniversityoftexasmdandersoncancercenter"
"435",3,"further","theuniversityoftexasmdandersoncancercenter"
"436",3,"gene","theuniversityoftexasmdandersoncancercenter"
"437",3,"group","theuniversityoftexasmdandersoncancercenter"
"438",3,"here","theuniversityoftexasmdandersoncancercenter"
"439",3,"higher","theuniversityoftexasmdandersoncancercenter"
"440",3,"highest","theuniversityoftexasmdandersoncancercenter"
"441",3,"included","theuniversityoftexasmdandersoncancercenter"
"442",3,"including","theuniversityoftexasmdandersoncancercenter"
"443",3,"involvement","theuniversityoftexasmdandersoncancercenter"
"444",3,"mortality","theuniversityoftexasmdandersoncancercenter"
"445",3,"national","theuniversityoftexasmdandersoncancercenter"
"446",10,"cancer","baylorcollegeofmedicine"
"447",9,"results","baylorcollegeofmedicine"
"448",8,"associated","baylorcollegeofmedicine"
"449",8,"clinical","baylorcollegeofmedicine"
"450",8,"patients","baylorcollegeofmedicine"
"451",7,"analysis","baylorcollegeofmedicine"
"452",7,"methods","baylorcollegeofmedicine"
"453",6,"breast","baylorcollegeofmedicine"
"454",6,"factors","baylorcollegeofmedicine"
"455",6,"including","baylorcollegeofmedicine"
"456",6,"risk","baylorcollegeofmedicine"
"457",5,"age","baylorcollegeofmedicine"
"458",5,"conclusion","baylorcollegeofmedicine"
"459",5,"study","baylorcollegeofmedicine"
"460",5,"within","baylorcollegeofmedicine"
"461",5,"women","baylorcollegeofmedicine"
"462",4,"10","baylorcollegeofmedicine"
"463",4,"although","baylorcollegeofmedicine"
"464",4,"background","baylorcollegeofmedicine"
"465",4,"been","baylorcollegeofmedicine"
"466",4,"cases","baylorcollegeofmedicine"
"467",4,"controls","baylorcollegeofmedicine"
"468",4,"criteria","baylorcollegeofmedicine"
"469",4,"found","baylorcollegeofmedicine"
"470",4,"improve","baylorcollegeofmedicine"
"471",4,"large","baylorcollegeofmedicine"
"472",4,"other","baylorcollegeofmedicine"
"473",4,"reported","baylorcollegeofmedicine"
"474",4,"showed","baylorcollegeofmedicine"
"475",4,"total","baylorcollegeofmedicine"
"476",4,"well","baylorcollegeofmedicine"
"477",3,"17","baylorcollegeofmedicine"
"478",3,"5","baylorcollegeofmedicine"
"479",3,"7","baylorcollegeofmedicine"
"480",3,"95%","baylorcollegeofmedicine"
"481",3,"assay","baylorcollegeofmedicine"
"482",3,"association","baylorcollegeofmedicine"
"483",3,"before","baylorcollegeofmedicine"
"484",3,"can","baylorcollegeofmedicine"
"485",3,"cancers","baylorcollegeofmedicine"
"486",3,"centers","baylorcollegeofmedicine"
"487",3,"ci","baylorcollegeofmedicine"
"488",3,"cohort","baylorcollegeofmedicine"
"489",3,"conclusions","baylorcollegeofmedicine"
"490",3,"crc","baylorcollegeofmedicine"
"491",3,"data","baylorcollegeofmedicine"
"492",3,"design","baylorcollegeofmedicine"
"493",3,"determined","baylorcollegeofmedicine"
"494",3,"each","baylorcollegeofmedicine"
"495",3,"expression","baylorcollegeofmedicine"
"496",3,"factor","baylorcollegeofmedicine"
"497",3,"findings","baylorcollegeofmedicine"
"498",3,"guidelines","baylorcollegeofmedicine"
"499",3,"half","baylorcollegeofmedicine"
"500",3,"health","baylorcollegeofmedicine"
"501",3,"included","baylorcollegeofmedicine"
"502",3,"invasive","baylorcollegeofmedicine"
"503",14,"cancer","universityofchicago"
"504",12,"results","universityofchicago"
"505",11,"methods","universityofchicago"
"506",10,"patients","universityofchicago"
"507",9,"clinical","universityofchicago"
"508",8,"conclusions","universityofchicago"
"509",7,"associated","universityofchicago"
"510",7,"cell","universityofchicago"
"511",7,"most","universityofchicago"
"512",7,"outcomes","universityofchicago"
"513",6,"analysis","universityofchicago"
"514",6,"based","universityofchicago"
"515",6,"both","universityofchicago"
"516",6,"data","universityofchicago"
"517",6,"identified","universityofchicago"
"518",6,"risk","universityofchicago"
"519",6,"studies","universityofchicago"
"520",6,"study","universityofchicago"
"521",5,"complex","universityofchicago"
"522",5,"identify","universityofchicago"
"523",5,"potential","universityofchicago"
"524",5,"sample","universityofchicago"
"525",5,"total","universityofchicago"
"526",5,"treatment","universityofchicago"
"527",5,"tumor","universityofchicago"
"528",4,"4","universityofchicago"
"529",4,"9","universityofchicago"
"530",4,"95%","universityofchicago"
"531",4,"age","universityofchicago"
"532",4,"background","universityofchicago"
"533",4,"been","universityofchicago"
"534",4,"breast","universityofchicago"
"535",4,"can","universityofchicago"
"536",4,"carcinoma","universityofchicago"
"537",4,"ci","universityofchicago"
"538",4,"current","universityofchicago"
"539",4,"described","universityofchicago"
"540",4,"design","universityofchicago"
"541",4,"development","universityofchicago"
"542",4,"few","universityofchicago"
"543",4,"health","universityofchicago"
"544",4,"new","universityofchicago"
"545",4,"objective","universityofchicago"
"546",4,"patient","universityofchicago"
"547",4,"prospective","universityofchicago"
"548",4,"regression","universityofchicago"
"549",4,"review","universityofchicago"
"550",4,"they","universityofchicago"
"551",4,"through","universityofchicago"
"552",4,"tumors","universityofchicago"
"553",4,"underwent","universityofchicago"
"554",4,"use","universityofchicago"
"555",3,"11","universityofchicago"
